,x,y,z
12357,-18.3138,-8.5877,-7.2221
12358,-18.3138,-8.5877,-5.6276
12359,-18.3138,-8.5877,-4.0331
12360,-18.3138,-8.5877,-2.4599
12361,-18.3138,-8.5877,-0.8867
12362,-19.523,-7.955,0.0
12365,-19.523,-7.955,4.1083
12366,-19.523,-7.955,2.0812
12367,-19.523,-7.955,0.508
12369,-19.523,-7.955,-0.5294
12370,-19.523,-7.955,-0.6507
12418,-19.523,-7.955,-5.626
12419,-19.523,-7.955,-9.8527
12420,-19.523,-7.955,-9.9307
12459,-19.523,-7.955,-9.8921
12462,-19.523,-7.955,-8.9946
12463,-19.523,-7.955,-7.4213
12464,-19.523,-7.955,-5.8056
12465,-19.523,-7.955,-4.2536
12466,-19.523,-7.955,-2.6804
12467,-19.523,-7.955,-1.0859
12468,-19.523,-7.955,-0.8567
12470,-19.523,-7.955,-3.3814
12471,-19.523,-7.955,-9.5079
12472,-19.523,-7.955,-9.9267
12482,-19.523,-7.955,-9.9067
12492,-19.523,-7.955,-9.9075
12493,-19.523,-7.955,-9.7167
12494,-19.523,-7.955,-9.5264
12495,-19.523,-7.955,-9.0443
12496,-19.523,-7.955,-7.3271
12497,-19.523,-7.955,-3.2546
12498,-19.523,-7.955,2.5924
12499,-19.523,-7.955,4.1033
12502,-5.8143,-4.3384,4.1033
12503,-4.8442,-3.3684,4.1033
12531,-4.8442,-3.3684,-7.7674
12532,-4.8442,-3.3684,-11.1096
12533,-4.8442,-3.3684,-9.2425
12534,-4.8442,-3.3684,-6.5785
12535,-4.8442,-3.3684,-3.9145
12536,-4.8442,-3.3684,-1.2145
12537,-4.8442,-3.3684,1.4495
12539,0.0,0.0,4.1033
12557,0.0,0.0,4.1076
12577,0.0,0.0,3.4096
12578,0.0,0.0,1.8151
12579,0.0,0.0,0.2419
12919,-0.9275,0.0,0.0
12920,-2.5007,0.0,0.0
12921,-4.0952,0.0,0.0
12922,-5.6684,0.0,0.0
12923,-7.2629,0.0,0.0
12924,-8.8361,0.0,0.0
12925,-10.4094,0.0,0.0
12926,-12.0039,-0.9083,0.0
12927,-13.5771,-2.4815,0.0
12928,-15.1716,-4.076,0.0
12929,-16.7448,-5.6492,0.0
12930,-18.2898,-7.1941,-0.082
12931,-18.2898,-7.1941,-1.6765
12932,-18.2898,-7.1941,-3.2497
12933,-18.2898,-7.1941,-4.8442
12934,-18.2898,-7.1941,-6.3962
12935,-18.3194,-7.1526,-7.8267
12936,-18.3243,-7.1631,-7.5944
12937,-18.3237,-7.1608,-7.3184
12938,-18.2898,-8.7689,-7.0833
12939,-18.2868,-8.714,-7.7412
12940,-18.2851,-8.7146,-7.4653
12941,-18.2959,-8.7274,-7.2017
12942,-18.2726,-8.7274,-5.819
12943,-18.2726,-8.7274,-4.2457
12944,-18.2726,-8.7274,-2.6725
12945,-18.2726,-8.7274,-1.078
12946,-20.1,-7.86,0.0
12947,-20.1,-7.86,4.1083
12948,-20.1,-7.86,0.0374
12949,-20.1,-7.86,-7.3746
12950,-20.1,-7.86,-8.9478
12951,-20.1,-7.86,-9.24
13013,-19.3351,-7.86,-9.24
13023,-19.8755,-7.86,-9.24
13030,-20.1,-7.86,-8.95
13031,-20.1,-7.1262,-8.95
13032,-20.1,-5.1254,-8.95
13033,-20.1,-5.13,-7.7602
13034,-20.1,-5.13,-6.62
13036,-17.3586,-5.13,-6.62
13037,-13.4501,-5.13,-6.62
13038,-13.47,-5.13,-5.9828
13039,-13.47,-5.13,-1.5886
13040,-13.47,-5.13,0.0
13042,-13.47,-2.0188,0.0
13043,-13.47,0.0,0.0
13050,-13.47,0.0,4.1083
13051,-13.47,0.0,0.1001
13068,-13.47,0.0,4.0324
13203,-13.4642,0.0,0.0
13204,-8.6452,0.0,0.0
13205,-3.6947,0.0,0.0
13206,-0.9521,0.0,0.0
13210,-21.4945,-6.3052,-4.3854
13211,-21.2695,-6.5218,-11.8765
13212,-21.2695,-7.2564,-11.8765
13213,-21.2695,-8.0105,-11.8765
13214,-21.2695,-8.7545,-11.8765
13215,-21.2695,-9.4986,-11.8765
13216,-21.4945,-9.6048,-11.552
13217,-21.4945,-9.6048,-11.1209
13218,-21.4945,-9.6048,-10.6839
13219,-21.4945,-9.6048,-10.241
13220,-21.4995,-6.3052,-10.9216
13221,-21.2745,-6.7843,-11.8765
13222,-21.2745,-7.5182,-11.8765
13223,-21.2745,-8.2622,-11.8765
13224,-21.2745,-9.0163,-11.8765
13225,-21.4629,-9.6048,-11.8659
13226,-21.4995,-9.6048,-11.41
13227,-21.4995,-9.6048,-10.9671
13228,-21.4995,-9.6048,-10.5301
13229,-21.4995,-9.6048,-10.0867
13230,-19.5144,-7.4672,0.0
13231,-12.58,0.0,0.0
13265,-9.1467,0.0,0.0
13266,-2.5559,0.0,0.0
13268,-0.0005,0.0,0.0
13269,-21.5345,-6.3052,-6.0547
13270,-21.3095,-6.5512,-11.8765
13271,-21.3095,-7.2859,-11.8765
13272,-21.3095,-8.05,-11.8765
13273,-21.3095,-8.784,-11.8765
13274,-21.312,-9.5487,-11.8765
13275,-21.5345,-9.6048,-11.5406
13276,-21.5345,-9.6048,-11.0977
13277,-21.5345,-9.6048,-10.6607
13278,-21.5345,-9.6048,-10.2178
13279,-21.5395,-6.3052,-11.8019
13280,-21.3146,-6.8137,-11.8765
13281,-21.3146,-7.5577,-11.8765
13282,-21.3146,-8.3017,-11.8765
13283,-21.3146,-9.0558,-11.8765
13284,-21.5344,-9.6048,-11.8288
13285,-21.5395,-9.6048,-11.3868
13286,-21.5395,-9.6048,-10.9439
13287,-21.5395,-9.6048,-10.501
13288,-21.5395,-9.6048,-10.0635
13289,-21.44,-8.06,0.0
13290,-21.44,-8.06,4.1083
13291,-21.44,-8.06,0.0171
13292,-21.44,-8.06,-9.3
13302,-21.1619,-8.06,-9.3
13303,-21.4401,-8.06,-9.3
13309,-21.4806,-8.06,-9.3
13320,-21.44,-8.31,-9.3
13323,-21.44,-8.31,-9.17
13324,-21.44,-8.31,-8.7718
13325,-21.44,-8.31,-8.33
13326,-20.183,-8.31,-8.33
13327,-16.3406,-8.31,-8.33
13328,-16.33,-8.31,-8.33
13330,-16.33,-8.31,-8.2957
13331,-16.33,-8.31,-7.46
13332,-16.33,-8.3099,-7.46
13333,-16.33,-6.79,-7.46
13335,-16.33,-6.79,-5.7122
13336,-16.33,-6.79,-1.4067
13337,-16.33,-6.79,0.0
13338,-16.33,-4.7483,0.0
13339,-16.33,-0.0097,0.0
13340,-16.33,0.0,0.0
13342,-16.33,0.0,4.1083
13343,-16.33,0.0,0.0347
13344,-16.33,-0.0001,-0.0003
13369,-16.33,0.0,-0.0003
13462,-15.9638,0.0,0.0
13463,-13.65,0.0,0.0
13464,-13.6447,0.0,0.0
13465,-9.2319,0.0,0.0
13466,-4.3531,0.0,0.0
13467,-2.1548,0.0,0.0
13472,-2.5745,0.0,0.0
13473,-16.0426,-1.9818,0.0
13474,-20.366,-6.3052,-3.5134
13475,-20.366,-6.3052,-10.8783
13476,-20.1411,-6.7165,-11.8765
13477,-20.1411,-7.4605,-11.8765
13478,-20.1411,-8.2146,-11.8765
13479,-20.1411,-8.9586,-11.8765
13480,-20.2627,-9.6048,-11.8765
13481,-20.366,-9.6048,-11.438
13482,-20.366,-9.6048,-11.001
13483,-20.366,-9.6048,-10.5581
13484,-20.366,-9.6048,-10.1206
13485,-20.3381,-6.3052,-11.8635
13486,-20.1461,-6.89,-11.8765
13487,-20.1461,-7.634,-11.8765
13488,-20.1461,-8.3881,-11.8765
13489,-20.1461,-9.1321,-11.8765
13490,-20.371,-9.6049,-11.7731
13491,-20.371,-9.6049,-11.342
13492,-20.371,-9.6049,-10.8991
13493,-20.371,-9.6049,-10.4621
13494,-20.371,-9.6049,-10.0187
13495,-20.371,-9.6049,-3.729
13496,-20.366,-9.6048,-2.7064
13497,-20.366,-9.6048,-7.5102
13501,-20.366,-9.6048,-7.1399
13502,-20.365,-6.3052,-8.8309
13503,-20.146,-6.8572,-8.8765
13504,-20.146,-7.6113,-8.8765
13505,-20.146,-8.3553,-8.8765
13506,-20.146,-9.0994,-8.8765
13507,-20.296,-9.6048,-8.8765
13509,-20.3711,-9.6048,-8.8015
13511,-20.3711,-9.6048,-8.5603
13512,-20.3711,-9.6048,-8.1233
13513,-20.3711,-9.6048,-7.6863
13514,-20.3711,-9.6048,-7.2375
13515,-20.3711,-9.6048,-7.0532
13516,-20.3711,-9.6048,-6.6002
13517,-20.3711,-9.6048,-3.693
13518,-20.3711,-9.6048,-2.1197
13519,-20.3711,-9.6048,-0.5465
13520,-19.3894,-7.9551,0.0
13528,-19.3894,-7.9551,4.1083
13529,-19.3894,-7.9551,0.0106
13531,-19.3894,-7.9551,-0.0002
13532,-19.3894,-7.9551,-8.71
13768,-19.3894,-8.1,-8.71
13769,-19.3894,-6.3023,-9.71
13770,-19.3894,-8.2127,-8.71
13771,-19.3894,-9.5103,-9.71
13772,-19.3893,-8.1,-8.71
13791,-19.9707,-8.1,-8.71
13792,-20.1693,-8.1,-8.71
13793,-20.1693,-8.1,-8.2884
13794,-20.1693,-8.1,-8.3707
13795,-20.1693,-8.1,-9.25
13800,-19.9917,-8.1,-9.25
13809,-20.1693,-8.1,-9.0277
13810,-20.1693,-8.1,-8.82
13812,-20.1493,-8.1,-8.82
13816,-19.7593,-8.1,-8.82
13817,-19.5593,-8.1,-8.82
13820,-18.5544,-8.1,-8.82
13821,-15.1857,-8.1,-8.82
13822,-14.9793,-8.1,-8.82
13827,-14.9794,-8.1,-9.1272
13841,-14.9793,-8.1215,-8.82
13842,-14.9793,-8.22,-8.82
13845,-14.9793,-8.22,-8.7121
13846,-14.9793,-8.22,-8.2618
13847,-14.9793,-8.22,-7.5423
13848,-14.9793,-8.22,-7.35
13849,-14.9793,-7.3219,-7.35
13850,-14.9793,-7.0,-7.35
13854,-14.9793,-7.0,-6.93
13855,-14.9793,-7.0,-3.801
13856,-14.9793,-7.0,-0.1743
13857,-14.9793,-7.0,0.0
13859,-14.9793,-7.0,4.1083
13861,-14.9793,-7.0,0.0982
13864,-14.9793,-6.8843,0.0
13865,-14.9793,-0.2364,0.0
13866,-14.9793,0.0,0.0
13990,-14.9793,-1.63,0.0
13991,-14.9793,-7.1869,0.0
13992,-14.9793,-8.9169,0.0
13993,-14.9793,-10.4,0.0
13994,-14.9793,-10.4,-0.0001
15210,-14.9793,-10.4534,0.0
15211,-14.9793,-15.8664,0.0
15212,-14.9793,-16.1,0.0
15233,-14.9793,-10.3374,0.0
15234,-14.9793,-3.6774,0.0
15236,-14.9793,0.0,-0.0003
15649,-14.9118,-7.9244,-9.0976
15650,-15.2379,-7.6467,-10.2303
15651,-14.718,-7.817,-10.2303
15652,-15.2395,-7.6518,-10.2303
15653,-14.7169,-7.8132,-10.2303
15654,-14.9606,-7.9352,-9.9816
15655,-14.9606,-7.9352,-9.5371
15656,-14.9729,-2.7167,0.0
15701,-14.9793,-4.7948,0.0
15702,-15.0794,-7.9852,-10.2303
15703,-14.8678,-7.4917,-10.2303
15704,-15.1131,-7.9688,-10.2303
15705,-14.8247,-7.5165,-10.2303
15706,-14.9617,-7.9303,-10.156
15707,-14.9617,-7.9303,-9.706
15708,-14.9617,-7.9139,0.0
15717,-14.9129,-7.9195,-2.2388
15718,-15.2232,-7.8485,-10.1803
15719,-14.7265,-7.6453,-10.1803
15720,-15.2393,-7.803,-10.1803
15721,-14.7143,-7.693,-10.1803
15722,-14.9617,-7.9303,-9.996
15723,-14.9617,-7.9303,-9.5455
15724,-14.9793,-7.62,0.0
15725,-14.9793,-7.62,2.5899
15726,-14.9793,-7.62,4.1083
15729,-14.9793,-7.62,-7.87
15733,-14.3089,-7.62,-7.87
15734,-13.2198,-7.62,-9.67
15735,-14.7629,-7.62,-7.87
15736,-16.8392,-7.62,-9.67
15737,-16.6412,-7.62,-7.87
15738,-14.9821,-7.62,-7.87
15746,-14.9821,-7.62,-7.73
15748,-14.9821,-7.53,-7.73
15749,-14.9821,-6.97,-7.73
15750,-14.9821,-6.97,-7.1
15751,-14.9821,-7.0313,-6.72
15752,-14.9821,-3.4246,-6.72
15753,-14.9821,0.0,-6.72
15754,-14.9821,0.0,-1.3214
15755,-14.9821,0.0,0.0
15758,-14.9821,0.0,4.1083
15760,-14.9821,0.0,-0.0003
15826,-14.7691,-7.7085,-9.0923
15827,-15.2675,-7.6938,-9.125
15828,-14.7841,-7.9432,-9.125
15829,-15.0063,-7.4505,-9.125
15830,-15.1883,-7.9451,-9.125
15831,-14.7096,-7.8214,-9.125
15832,-15.0343,-7.4572,-9.125
15833,-15.2234,-7.8817,-9.125
15834,-14.738,-7.8762,-9.125
15835,-14.9402,-7.4595,-9.125
15836,-15.2506,-7.8072,-9.125
15837,-14.8161,-7.9581,-9.125
15838,-14.8078,-7.5225,-9.125
15839,-15.1953,-7.711,-9.1212
15840,-15.1828,-7.711,-8.2746
15841,-15.1828,-7.711,-7.4421
15842,-15.1828,-7.711,-6.5984
15843,-15.1828,-7.711,-5.7538
15844,-15.1209,-5.3316,0.0
15894,-14.9821,-0.2611,0.0
15895,-14.7226,-7.8048,-9.125
15896,-15.0856,-7.4882,-9.125
15897,-15.0808,-7.9836,-9.125
15898,-14.7242,-7.6693,-9.125
15899,-15.1235,-7.5111,-9.125
15900,-15.1755,-7.9156,-9.125
15901,-14.7757,-7.8996,-9.125
15902,-14.8323,-7.5215,-9.125
15903,-15.2011,-7.5964,-9.125
15904,-15.0883,-7.9714,-9.125
15905,-14.7489,-7.8452,-9.125
15906,-14.8805,-7.5014,-9.125
15907,-15.2071,-7.6187,-9.125
15908,-15.1182,-7.9483,-9.125
15909,-14.7802,-7.8858,-9.125
15910,-14.8157,-7.5499,-9.125
15911,-15.1461,-7.5504,-9.125
15912,-15.1892,-7.8685,-9.125
15913,-14.8901,-7.9631,-9.125
15914,-14.7419,-7.6953,-9.125
15915,-14.9465,-7.497,-9.125
15916,-15.1924,-7.621,-9.125
15917,-15.1295,-7.925,-9.125
15918,-15.1468,-7.711,-8.4659
15919,-15.1468,-7.711,-7.6334
15920,-15.1468,-7.711,-6.8117
15921,-15.1468,-7.711,-5.9675
15922,-15.1468,-7.711,-0.0292
15923,-14.9157,-7.9195,0.1001
15924,-14.9157,-7.9195,4.1083
15926,-14.9157,-7.9195,0.0189
15927,-14.9157,-7.9195,-8.3572
15928,-15.2457,-7.6848,-10.1803
15929,-14.724,-7.8098,-10.1803
15930,-15.2323,-7.6382,-10.1803
15931,-14.7323,-7.8345,-10.1803
15932,-14.9646,-7.9303,-9.9087
15933,-14.9646,-7.9303,-9.4641
15934,-15.191,-7.8537,0.0
15935,-15.191,-7.8537,4.1083
15937,-15.191,-7.8537,4.0853
15939,-15.191,-7.8537,-0.405
15950,-15.191,-7.8537,-1.5514
15951,-15.191,-7.8537,-6.2953
15952,-15.191,-7.8537,-8.0027
15953,-15.191,-7.8537,-9.0992
15954,-15.191,-7.8537,-9.175
15965,-15.2116,-7.8052,-9.175
15966,-15.1468,-7.711,-8.4246
15967,-15.1468,-7.711,-7.5921
15968,-15.1468,-7.711,-6.7596
15969,-15.1468,-7.711,-5.9154
15970,-14.9806,-7.861,0.0
15971,-14.9157,-7.9195,0.0
15985,-14.9157,-7.9195,0.0763
15987,-14.9157,-7.9195,-7.6904
15988,-15.2489,-7.7051,-10.2303
15989,-14.7192,-7.7903,-10.2303
15990,-15.239,-7.6576,-10.2303
15991,-14.7259,-7.8162,-10.2303
15992,-14.9646,-7.9303,-9.9693
15993,-14.9646,-7.9303,-9.5247
15994,-15.2439,-7.7957,0.0
15995,-15.2439,-7.7957,-0.3803
15996,-15.2439,-7.7957,-6.0209
15997,-15.2439,-7.7957,-7.1303
15998,-15.2439,-7.7957,-8.5822
15999,-15.2439,-7.7957,-10.2303
16003,-14.839,-7.5089,-10.2303
16004,-15.1459,-7.9488,-10.2303
16005,-14.809,-7.5308,-10.2303
16006,-14.9646,-7.9303,-10.1387
16007,-14.9646,-7.9303,-9.6945
16008,-14.9647,-7.8684,0.0
16012,-14.9821,0.0,3.5838
16092,-14.9821,-0.0464,0.0
16093,-14.7863,-7.6802,-4.2236
16094,-14.7863,-7.6802,-5.7169
16095,-14.7863,-7.6802,-7.3114
16096,-14.7863,-7.6802,-8.8846
16097,-15.0693,-7.5427,-9.175
16098,-15.0971,-7.5864,-9.175
16099,-15.0117,-7.5751,-9.175
16100,-14.8452,-7.7567,-9.175
16101,-14.9695,-7.6483,-9.175
16102,-14.8789,-7.6359,-9.175
16103,-14.7952,-7.6631,-9.1517
16104,-14.7741,-7.7665,-9.1218
16105,-14.8149,-7.829,-9.0931
16106,-14.9068,-7.8533,-9.0636
16107,-14.9804,-7.8114,-9.0345
16108,-15.0061,-7.719,-9.005
16109,-14.9558,-7.6381,-8.9755
16110,-14.8731,-7.6183,-8.9464
16111,-14.7986,-7.6586,-8.9173
16112,-14.77,-7.7383,-8.8883
16113,-14.8098,-7.8247,-8.8589
16114,-14.9007,-7.8542,-8.8294
16115,-14.969,-7.8235,-8.8006
16116,-15.0074,-7.7362,-8.7712
16117,-14.9771,-7.6568,-8.7421
16118,-14.8905,-7.6173,-8.7126
16119,-14.8026,-7.6544,-8.6831
16120,-14.7701,-7.7329,-8.654
16121,-14.7984,-7.8132,-8.6249
16122,-14.8853,-7.8547,-8.5954
16123,-14.9654,-7.8266,-8.5663
16124,-15.0073,-7.741,-8.5368
16125,-14.8628,-7.8519,-8.0889
16126,-14.8628,-7.8519,-6.537
16127,-14.7813,-7.6802,-5.1205
16128,-14.8705,-7.922,-6.2377
16129,-14.8067,-7.818,-6.2377
16130,-14.8014,-7.8031,-6.2377
16131,-14.884,-7.8665,-6.2377
16132,-15.0955,-7.7009,-6.2377
16133,-15.0487,-7.7539,-6.2377
16134,-14.7659,-7.7422,-6.2375
16135,-14.8011,-7.8205,-6.2083
16136,-14.9013,-7.8535,-6.1785
16137,-14.9678,-7.8205,-6.1498
16138,-15.003,-7.7435,-6.1207
16139,-14.97,-7.6538,-6.0912
16140,-14.8935,-7.6178,-6.0621
16141,-14.8122,-7.6418,-6.033
16142,-14.7661,-7.7261,-6.0035
16143,-14.7897,-7.8074,-5.9745
16144,-14.8728,-7.8541,-5.945
16145,-14.9548,-7.8316,-5.9159
16146,-15.0031,-7.7377,-5.886
16147,-14.9812,-7.6672,-5.8573
16148,-14.9103,-7.6202,-5.8282
16149,-14.8162,-7.6389,-5.7987
16150,-14.7687,-7.7097,-5.7696
16151,-14.7807,-7.7938,-5.7405
16152,-14.8567,-7.8514,-5.711
16153,-14.9408,-7.8405,-5.6819
16154,-14.9994,-7.7656,-5.6524
16155,-14.9896,-7.6811,-5.6233
16156,-14.8603,-7.6198,-5.5939
16157,-14.8603,-7.6198,-5.3976
16158,-14.8603,-7.6198,-5.1188
16159,-14.8603,-7.6198,-5.1139
16160,-14.8603,-7.6198,-3.5528
16161,-14.8603,-7.6198,-3.0276
16162,-14.8603,-7.6198,-2.7363
16163,-14.8603,-7.6198,-1.1418
16164,-14.8603,-7.6198,0.0
16165,-14.982,-7.5783,0.0
16167,-14.9821,-7.5783,0.0
16212,-14.9821,-7.5783,0.3195
16213,-14.9821,-7.5783,0.0884
16214,-14.9821,-7.5783,-7.0976
16215,-14.9821,-7.5783,-7.66
16216,-14.9821,-7.5783,-8.0331
16221,-14.9821,-7.5505,-7.66
16222,-14.9821,-7.1083,-7.66
16225,-13.2289,-7.1083,-9.36
16226,-12.93,-7.1083,-8.4337
16227,-16.9585,-7.1083,-9.36
16228,-16.9585,-7.1083,-9.0257
16229,-14.9443,-7.1083,-7.66
16235,-14.9443,-6.3265,-7.66
16236,-14.9443,-6.1284,-7.66
16240,-14.9443,-6.1284,-8.31
16242,-14.9443,-6.3268,-8.31
16253,-14.9443,-6.1284,-8.022
16254,-14.9822,-6.1284,-7.94
16255,-15.0843,-6.1136,-7.94
16256,-15.0843,-4.0177,-7.94
16257,-15.0843,-3.3684,-7.94
16258,-15.0843,-3.3684,-5.7504
16259,-15.0843,-3.3684,-5.27
16287,-14.9727,-3.3684,-5.27
16288,-11.4338,-3.3684,-5.27
16289,-5.1722,-3.3684,-5.27
16290,-4.8443,-3.3684,-3.0051
16291,-4.8443,-3.3684,0.0
16294,-4.8443,-3.3684,4.1083
16296,-4.8443,-3.3684,4.1033
16302,-4.8443,-3.3684,4.1031
16303,-4.8443,-3.3684,-8.2759
16304,-4.8443,-3.3684,-7.2985
16305,-4.8443,-3.3684,-4.5985
16306,-4.8443,-3.3684,-1.9345
16307,-4.8443,-3.3684,0.7295
16308,-4.8443,-3.3684,3.4295
16309,-6.7445,-3.3684,4.1033
16310,-14.9715,0.0,0.0
16316,-14.9715,-0.0001,-0.0002
16338,-14.9715,0.0,-0.0002
16503,-14.9715,0.0,4.1083
16505,-14.9715,0.0,0.009
16506,-14.9715,0.0,-0.0001
16609,-14.9715,0.0,0.088
16610,-14.9715,0.0,-0.0003
16739,-13.7381,-7.6979,-1.053
16740,-13.7699,-7.826,-8.2685
16741,-14.0283,-8.2921,-8.3609
16742,-14.449,-8.6052,-8.4607
16743,-14.9688,-8.7191,-8.5041
16744,-15.4892,-8.6074,-8.4615
16745,-15.9161,-8.2906,-8.3604
16746,-16.1739,-7.824,-8.2682
16747,-16.2156,-7.2918,-8.251
16748,-16.0359,-6.7942,-8.3207
16749,-15.6718,-6.4177,-8.4259
16750,-15.181,-6.2219,-8.4971
16751,-14.6339,-6.2506,-8.4859
16752,-14.1726,-6.4913,-8.4019
16753,-13.844,-6.9081,-8.2976
16754,-13.7165,-7.4242,-8.2463
16755,-13.7381,-7.6979,-7.4371
16756,-13.2339,-7.5681,-8.0812
16757,-13.2797,-7.0402,-8.0971
16758,-13.4835,-6.5552,-8.1938
16759,-13.8229,-6.1526,-8.3227
16760,-14.2637,-5.8712,-8.4362
16761,-14.7906,-5.7302,-8.4995
16762,-15.3172,-5.7554,-8.488
16763,-15.8141,-5.9381,-8.4077
16764,-16.2326,-6.2603,-8.2842
16765,-16.5324,-6.6859,-8.1611
16766,-16.6928,-7.1934,-8.0822
16767,-16.6925,-7.7322,-8.0823
16768,-16.5288,-8.2441,-8.1627
16769,-16.2226,-8.6737,-8.2878
16770,-15.807,-8.989,-8.4093
16771,-15.3089,-9.1694,-8.4887
16772,-14.7748,-9.1913,-8.4988
16773,-14.2611,-9.051,-8.4357
16774,-13.8099,-8.7589,-8.3184
16775,-13.4809,-8.3641,-8.1926
16776,-13.2784,-7.878,-8.0965
16777,-13.2544,-7.7666,-0.97
16961,-14.9715,-0.0014,0.0
16962,-13.5085,-7.7731,-9.1553
16963,-13.6467,-8.1579,-9.2177
16964,-13.5444,-7.9599,-9.1722
16965,-13.6312,-8.1152,-9.2111
16966,-13.5981,-6.8593,-9.1829
16967,-13.6302,-6.7824,-9.2106
16968,-13.8499,-6.467,-9.2962
16969,-13.5124,-7.1796,-9.1572
16970,-13.9664,-6.3485,-8.4919
16971,-16.3566,-6.888,-9.1914
16972,-16.3062,-6.7853,-9.2135
16973,-16.1708,-6.5549,-9.2681
16974,-16.4251,-7.1741,-9.1598
16975,-16.018,-6.3804,-9.3218
16976,-14.8561,-5.9663,-9.4854
16977,-13.7768,-6.5414,-9.2698
16978,-13.5727,-6.9657,-9.1852
16979,-14.4175,-6.07,-9.4418
16980,-15.6217,-6.1126,-9.4244
16981,-16.3976,-7.0546,-9.1727
16982,-16.2344,-7.6377,-9.2433
16983,-15.5123,-8.6149,-9.4448
16984,-14.366,-8.5824,-9.4335
16985,-13.7022,-7.5816,-9.2407
16986,-14.2149,-6.4368,-9.4021
16987,-15.3213,-6.2369,-9.4706
16988,-16.1829,-7.0647,-9.2635
16989,-16.01,-8.2084,-9.3244
16990,-15.04,-8.7384,-9.4877
16991,-13.9872,-8.2781,-9.3413
16992,-13.7362,-7.1284,-9.2542
16993,-14.4433,-6.2972,-9.4463
16994,-15.5894,-6.3422,-9.4308
16995,-16.239,-7.2544,-9.2414
16996,-15.9163,-8.3309,-9.353
16997,-14.8876,-8.7425,-9.4867
16998,-13.9126,-8.1877,-9.3177
16999,-13.7506,-7.0637,-9.2598
17000,-14.5183,-6.2608,-9.4571
17001,-15.6571,-6.3764,-9.4173
17002,-16.2429,-7.2501,-9.2398
17003,-15.8788,-8.377,-9.3637
17004,-14.8326,-8.7427,-9.4846
17005,-13.8892,-8.1613,-9.3099
17006,-13.7381,-7.0874,-9.255
17007,-14.4979,-6.2633,-9.4541
17008,-15.587,-6.3296,-9.431
17009,-16.238,-7.1995,-9.2418
17010,-15.9786,-8.2735,-9.3343
17011,-14.9596,-8.7551,-9.4873
17012,-13.9555,-8.2621,-9.3315
17013,-13.708,-7.184,-9.243
17014,-14.3544,-6.3248,-9.4307
17015,-15.4848,-6.2743,-9.4483
17016,-16.2211,-7.1268,-9.2486
17017,-16.0505,-8.1839,-9.311
17018,-15.0866,-8.7551,-9.4854
17019,-14.0148,-8.3395,-9.3495
17020,-13.689,-7.2609,-9.2353
17021,-14.344,-6.3248,-9.4288
17022,-15.448,-6.2537,-9.4537
17023,-16.2153,-7.0893,-9.2509
17024,-16.0741,-8.1564,-9.303
17025,-15.1062,-8.7583,-9.4847
17026,-14.0449,-8.3784,-9.3583
17027,-13.6736,-7.3488,-9.2289
17028,-14.2751,-6.3598,-9.415
17029,-15.4005,-6.2307,-9.4601
17030,-16.2087,-7.0529,-9.2535
17031,-16.071,-8.1702,-9.3041
17032,-15.1052,-8.7634,-9.4847
17033,-14.0485,-8.3889,-9.3593
17034,-13.6755,-7.2889,-9.2298
17035,-14.3028,-6.3371,-9.4207
17036,-15.4109,-6.2291,-9.4588
17037,-16.2178,-7.0662,-9.2499
17038,-16.0701,-8.1804,-9.3044
17039,-15.0958,-8.7693,-9.4851
17040,-14.0293,-8.3763,-9.3538
17041,-13.6659,-7.3338,-9.2257
17042,-14.2465,-6.3665,-9.4089
17043,-15.4166,-6.2258,-9.458
17044,-16.2184,-7.0526,-9.2497
17045,-16.0507,-8.2176,-9.3109
17046,-15.078,-8.7758,-9.4857
17047,-13.9915,-8.3428,-9.3426
17048,-13.6701,-7.2615,-9.2275
17049,-14.3001,-6.3271,-9.4202
17050,-15.4677,-6.2401,-9.4508
17051,-16.2499,-7.1456,-9.237
17052,-16.0394,-8.2419,-9.3147
17053,-15.0187,-8.7843,-9.487
17054,-13.9906,-8.3491,-9.3423
17055,-13.6625,-7.2815,-9.2244
17056,-14.3486,-6.294,-9.4296
17057,-15.4801,-6.2398,-9.449
17058,-16.2461,-7.1126,-9.2385
17059,-16.0583,-8.2236,-9.3084
17060,-15.0905,-8.7848,-9.4853
17061,-13.9885,-8.3541,-9.3417
17062,-13.6675,-7.2214,-9.2264
17063,-14.3213,-6.3034,-9.4244
17064,-15.5099,-6.2472,-9.4444
17065,-16.2642,-7.1657,-9.2311
17066,-16.0298,-8.271,-9.3179
17067,-14.9888,-8.7951,-9.4873
17068,-13.9134,-8.2711,-9.318
17069,-13.6742,-7.1652,-9.2292
17070,-14.4245,-6.2456,-9.4429
17071,-15.6027,-6.2872,-9.4281
17072,-16.2783,-7.2107,-9.2253
17073,-16.0234,-8.2872,-9.32
17074,-14.942,-8.7998,-9.4872
17075,-13.9116,-8.2769,-9.3174
17076,-13.6824,-7.113,-9.2326
17077,-14.4698,-6.2208,-9.45
17078,-15.645,-6.3052,-9.4198
17079,-16.2982,-7.3119,-9.2169
17080,-15.9351,-8.3965,-9.3475
17081,-14.8527,-8.7999,-9.4853
17082,-13.8492,-8.1967,-9.2962
17083,-13.6925,-7.0612,-9.2368
17084,-14.5057,-6.2015,-9.4552
17085,-15.667,-6.3125,-9.4153
17086,-16.3004,-7.2917,-9.216
